term_idx,term_name,w
0,I₁-3,0.002233415324
1,I₂-3,0.002514340225
2,<E_θ>,0.001988831918
3,<E_z>,0.0352027015
4,<I₂-3>ln(1+<I₂-3>),0.003368467144
5,<I₄θ-1>,0.001971668268
6,<I₄z-1>,0.03523426275
7,<I₄D1-1>,0.2107064822
8,<I₄D2-1>,0.2107064822
13,(<I₄θ-1>)³,0.004756252411
22,exp(<I₄z-1>)-1,0.009491447224
35,<I₂-3>·<E_z>,0.01142874978
42,I₈D1D2,0.07747594379
