lambda_z,sigma_z_kpa
1.165,1.934397264975891
1.1654411027568923,1.9657565701576127
1.1658822055137845,1.9816962625905088
1.1663233082706768,1.9984607051993555
1.166764411027569,2.0160498979841535
1.167,2.050729054921278
1.1672055137844612,2.0344638409449023
1.1676466165413535,2.0504536614966464
1.1680877192982457,2.064019359639386
1.168528822055138,2.0751609353731215
1.1689699248120302,2.0838783886978525
1.1694110275689222,2.0916358116929055
1.1698521303258145,2.1002346942368586
1.1702932330827067,2.1096750363297123
1.170734335839599,2.1199568379714666
1.171,2.1180399158721848
1.1711754385964912,2.131080099162121
1.1716165413533834,2.1430574468710084
1.1720576441102757,2.1558908748301264
1.172498746867168,2.169580383039476
1.1729398496240602,2.184125971499057
1.173,2.186032633166975
1.1733809523809524,2.1991984752952787
1.1738220551378447,2.21430230916578
1.174263157894737,2.2294374731105626
1.1747042606516291,2.244603967129626
1.175,2.254621974762663
1.1751453634085214,2.2598017912229684
1.1755864661654136,2.275029948524592
1.1760275689223059,2.2902894359004953
1.176468671679198,2.3055802533506786
1.1769097744360904,2.320902400875142
1.177,2.3238931727022334
1.1773508771929826,2.3362547391984574
1.1777919799498746,2.3516384075960537
1.1782330827067669,2.36705340606793
1.178674185463659,2.3824997346140866
1.179,2.393760994942702
1.1791152882205513,2.397977393234524
1.1795563909774436,2.4134853850632414
1.1799974937343358,2.4290247069662403
1.180438596491228,2.4445953589435194
1.1808796992481203,2.460197340995079
1.181,2.4643106735270544
1.1813208020050125,2.4758295138454907
1.1817619047619048,2.4914930167701823
1.182203007518797,2.5071878497691547
1.1826441102756893,2.5229140128424072
1.183,2.535456976412304
1.1830852130325815,2.53867150598994
1.1835263157894738,2.5544593323457536
1.183967418546366,2.5702784887758474
1.1844085213032582,2.5861289752802206
1.1848496240601505,2.602010791858874
1.185,2.607285135641437
1.1852907268170427,2.6179227992363794
1.185731829573935,2.6338661366881655
1.186172932330827,2.649840804214232
1.1866140350877192,2.6658468018145784
1.187,2.6797099191714677
1.1870551378446115,2.6818841294892053
1.1874962406015037,2.697951790372113
1.187937343358396,2.7140507813293007
1.1883784461152882,2.7301811023607696
1.1888195488721804,2.746342753466519
1.189,2.7528165590453817
1.1892606516290727,2.762638166967498
1.189701754385965,2.7807877706390114
1.1901428571428572,2.8007915644810586
1.1905839598997494,2.821221450335149
1.191,2.826519823220193
1.1910250626566417,2.841697286964851
1.191466165413534,2.8622104348648323
1.1919072681704261,2.8827549128390935
1.192,2.900904943738888
1.1923483709273184,2.9033349931704917
1.1927894736842106,2.9239631129491186
1.1932305764411029,2.9445347511824074
1.193671679197995,2.963314859393723
1.194,2.9758866885584805
1.1941127819548873,2.980303437583065
1.1945538847117794,2.9969391340740894
1.1949949874686716,3.013606160639394
