model,r2_circumferential,r2_axial,mse_circumferential,mse_axial,loss,aic,bic
Base,0.8159322142172551,0.8287484182156495,9.102634673546119,3.0343248386487893,12.136959512194908,2345.637261393408,2595.2461049451226
Base + Tweak,0.8408841501667277,0.8282866973097307,7.868696011330393,3.042505850460505,10.911201861790898,2430.031379825081,3111.655529523993
