model,r2_circumferential,r2_axial,mse_circumferential,mse_axial,loss,aic,bic
Base,0.9888325085855424,0.9220315260224501,0.5924711692419864,7.2106394792477,7.803110648489686,9000.082231380056,9331.495018071877
Base + Tweak,0.9955204029806787,0.9645091089421333,0.23765696209394574,3.282249955144944,3.5199069172388904,5733.021581124828,6638.0334217063355
