term_idx,term_name,w
0,I₁-3,0.003032650465
1,I₂-3,0.003995450092
2,<E_θ>,0.2322874632
3,<E_z>,0.04117741041
4,<I₂-3>ln(1+<I₂-3>),0.006152477553
5,<I₄θ-1>,0.2297307227
6,<I₄z-1>,0.04117937694
7,<I₄D1-1>,0.2303488133
8,<I₄D2-1>,0.2303488133
13,(<I₄θ-1>)³,0.008452947518
22,exp(<I₄z-1>)-1,0.03035413097
35,<I₂-3>·<E_z>,0.009613441768
42,I₈D1D2,0.5511532806
