lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.394,14.141547398099771,1.12611547846493,19.5642659629893
1.396,14.170057753438941,1.12477018077364,19.411489320483952
1.4,14.188512460028882,1.11953249227171,19.2493142937081
1.402,14.1958011935746,1.116250685736095,19.2625834604053
1.404,14.268750045794029,1.11740455129938,19.36613612445835
1.406,14.320004855404857,1.11978148264237,19.416783111441248
1.408,14.419976100469848,1.11980076456891,19.36734863593295
1.414,14.538353988667339,1.1208896779044148,19.4815819976938
1.416,14.677459612788944,1.12131654940581,19.5416222194864
1.418,14.783181973515974,1.12276274880973,19.91133157164185
1.42,14.950777759613791,1.1198133560247752,19.8154213010842
1.424,15.145734018975205,1.11965710119655,19.899502362323098
1.426,15.320723846740378,1.118872101938215,19.8325822665524
1.428,15.484921372877436,1.12043971466009,19.88219108730735
1.432,15.666647779337595,1.11783340631113,19.8760553690304
1.434,15.857948153224648,1.116717573917485,19.97739872947825
1.436,16.086785713484936,1.1140951406764101,19.800587228889935
1.438,16.275023962347582,1.11377916365212,19.63566709039365
1.44,16.479008610075017,1.11804218285393,19.981540273422368
1.442,16.6981853382006,1.118227017437255,20.021631638935148
1.444,16.709481076333187,1.1160598166687234,20.114204404746435
1.446,16.940775788608423,1.117497465660732,19.86964557781904
1.45,17.095873340038118,1.1138815583960768,19.8828845380925
1.452,17.25526595384581,1.10943892422747,19.73388037299205
1.454,17.42122736735472,1.1115199241306069,19.668960336283334
1.456,17.50828831371073,1.11251780444919,20.1429787830452
1.462,17.59246057967369,1.1131870543829432,20.013592657101366
1.464,17.664782476238354,1.11325799934497,20.108375845965398
1.466,17.69937285276542,1.1119499275452,20.0954171673939
1.468,17.719285528136442,1.1080081245185252,20.037025156935847
1.47,17.742843887759854,1.1126681696722551,20.32552722398855
