lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.231,5.047068929329788,0.576397439684538,0.799185585284542
1.233,5.0387360545148985,0.5782064843500325,0.8148249126374736
1.235,5.045269721492926,0.5783606223690627,0.8163126632317322
1.237,5.076227160693709,0.5752547085632955,0.811421338872425
1.239,5.099118057925614,0.575436955940461,0.8259156875223075
1.245,5.111705345117998,0.572860405104728,0.7799275039912175
1.253,5.121641687845192,0.575788501507196,0.812923460834032
1.255,5.1263677610618705,0.57301784884698,0.7989261153014183
1.257,5.145382916756939,0.574449820273616,0.77152489023156
1.259,5.181050176015464,0.552311752239128,0.7291313298194411
1.261,5.232931161984054,0.5505648652023315,0.7064299796772935
1.263,5.293064255620941,0.559274265184072,0.7508319729546085
1.267,5.331006052412667,0.566010792333187,0.783700316381537
1.269,5.4001312782413935,0.567524651054728,0.7832609104884365
1.271,5.453687246323957,0.567068971740558,0.7769665899351846
1.273,5.499312294724656,0.564862881082142,0.7862983545156974
1.275,5.547387184306696,0.5655416703959792,0.7862360698099599
1.277,5.61174232600138,0.56423837779445,0.7966457051306031
1.279,5.685336138530064,0.5608248235674997,0.7624303277571403
1.281,5.763130747898667,0.5617224256770326,0.7807483640703154
1.283,5.828693499135413,0.5663349202492628,0.7935038481214022
1.285,5.875217885634059,0.5692561365112797,0.7978690863902415
1.287,5.956279705300676,0.5706320903991345,0.7914512338911774
1.291,6.00235304602602,0.568045913111496,0.80925993758668
1.293,6.031589985687069,0.5677157913160034,0.8129869479663737
1.295,6.077850371636316,0.564316751718614,0.804920281778709
1.297,6.143514068045348,0.562698741815857,0.817255874737522
1.299,6.200203095815952,0.567050810103859,0.818491085361945
1.301,6.2661104381312915,0.567601211981416,0.789224865725223
1.307,6.339874691209119,0.571994991729585,0.811392253763922
1.309,6.389131128285362,0.5713765559578557,0.8256406337023293
1.311,6.433385454482984,0.5685042506083104,0.8305827465587055
1.313,6.492753411126012,0.567932688272596,0.8268535383255364
1.315,6.5517615313329705,0.563461041648028,0.827356859205818
1.317,6.5849475106129995,0.5657584694190799,0.8412825209904083
1.319,6.648591746357037,0.5682102824855451,0.882588784587348
1.321,6.708390917841684,0.5682084860511151,0.8368386739525406
1.325,6.741723920893877,0.5700326183817276,0.872759023624922
1.327,6.782437261503168,0.56872215050885,0.86559303844396
1.329,6.826709750371443,0.5635052037086414,0.811578844090724
1.333,6.850080146444405,0.559625060927755,0.802938130122186
1.335,6.877831326210392,0.5603640601502635,0.8084818768503115
1.337,6.944792418383156,0.5630795332705126,0.828320612974698
1.343,6.980172037666345,0.570877982968434,0.876774948790436
1.345,7.068422797082314,0.5705596987256797,0.8814530100402599
1.351,7.136731039457032,0.563731847236602,0.837683494489548
1.353,7.202390525689874,0.5647371753248046,0.8394472125777618
1.355,7.256303569957549,0.565009212344874,0.838691095077863
1.357,7.33017247274166,0.564823099896651,0.827109176042572
1.359,7.403306291085496,0.5670438689765009,0.8644777274794663
1.361,7.47034683811264,0.56771416662861,0.919067754473056
1.363,7.5555679674228955,0.564530499321743,0.853694885090142
1.368,7.654033410028801,0.5647982917709836,0.866576823279681
1.37,7.709048708885264,0.566912018221892,0.924443527999583
1.376,7.7982395209390365,0.571028051483096,0.9131823700312116
1.378,7.8860248235290165,0.575091668943215,0.908868352335496
1.38,7.948209764981834,0.5689676800829943,0.8731943973839057
1.384,8.008087063312656,0.5663563082080727,0.9087882768995564
1.39,8.101248226846803,0.561786151489496,0.8714658562612785
1.392,8.179391579204115,0.567107809467224,0.924975342283859
1.398,8.25710599840874,0.564597038283643,0.906264432796361
1.4,8.340634069768766,0.561689975163325,0.9204124772991831
1.406,8.432078957900291,0.565082463088637,0.9320102384209199
1.408,8.49748360428637,0.570454976911716,0.9536002028181435
1.412,8.557982977220203,0.5760623305014845,0.973672036453792
1.414,8.605221467662776,0.575185861766009,0.963426979316265
1.416,8.674918467289572,0.573694567742382,0.9751403584570094
1.418,8.733288408764961,0.573425820611318,0.960762702828172
1.42,8.803762516838361,0.567135548348259,0.937795387235096
1.422,8.870885354745003,0.567572685202834,1.00030044237092
1.424,8.932035548409782,0.571957730965127,0.925428501225266
1.426,8.977716808215945,0.574475403730355,0.9765009216713669
1.428,9.050163262831411,0.575938348992272,0.987300599553344
1.43,9.109503769217172,0.577004711032039,0.96389431594869
1.432,9.18314488727213,0.5754692761523386,0.9940850130274155
1.434,9.237901877688044,0.5728068119037634,0.9662196155798997
1.436,9.293401968849551,0.571224762774211,0.957471911102715
1.438,9.360082434735258,0.565602639421752,0.970132519004626
1.442,9.413757139955095,0.5703872380902817,0.9406276582869707
1.444,9.48874500544323,0.57106370452398,1.01203060796001
1.446,9.56376695842003,0.5727775401599867,1.0034385074582068
1.448,9.646920595261324,0.573705522750021,1.0005557109690224
1.45,9.726812347236931,0.5706851745131173,0.9556628648954809
1.452,9.79414332348068,0.575162165868361,0.9771015133005715
1.454,9.830923101259284,0.565895411542483,0.9477931870483772
1.456,9.89411091570789,0.564910511199975,0.929644918540826
1.458,9.934166041590169,0.5721431528646783,0.9958455926084553
1.46,9.964389210247193,0.5748917632939541,1.034700008607065
1.462,10.005071625276836,0.575481101827177,1.029067337834105
1.464,10.037548779405121,0.57831010529868,1.00281769277025
1.466,10.052544859339509,0.5762642431474707,1.022558684631602
1.468,10.042165108357226,0.579468887700249,1.064904980840385
