lambda_theta,sigma_theta_kPa,lambda_z,sigma_z_kPa
0.6013064629651766,1.0470274919748102,1.564,13.7451470857123
0.6029566092161498,1.1499024718924666,1.564,13.409182397692886
0.6067640874680748,1.2527774518101231,1.564,13.261221615418027
0.6154557637856398,1.3556524317277796,1.564,13.349476331530834
0.6212130362706925,1.458527411645436,1.564,13.422162792102986
0.6270741925669208,1.5614023915630926,1.564,13.738569505502115
0.6448384673482168,1.664277371480749,1.564,13.343179572283539
0.6551229136702671,1.7671523513984055,1.564,13.671557540023445
0.6660668015629682,1.870027331316062,1.564,13.801933184066469
0.6771832234930525,1.9729023112337185,1.564,13.753833465251903
0.6862935537982449,2.075777291151375,1.564,13.85435681445163
0.709719510023139,2.1786522710690317,1.564,13.640550974366047
0.7172762341344947,2.281527250986688,1.564,13.637368539592105
0.7213822523475253,2.384402230904344,1.564,13.634186104818165
0.7249341561606625,2.487277210822001,1.564,13.631003670044223
0.7308235869739549,2.5901521907396576,1.564,13.70477370870911
0.7405021239997462,2.693027170657314,1.564,14.183752187063337
0.7520106464856006,2.79590215057497,1.564,14.662730665417564
0.7649252720089529,2.898777130492627,1.564,14.397927097524668
0.7780401353140224,3.0016521104102836,1.564,14.070211438617726
0.7882182706755233,3.10452709032794,1.564,14.167839506003801
0.7970430036791388,3.207402070245596,1.564,14.347486791085629
0.8056552685711096,3.310277050163253,1.564,14.527134076167457
0.8148977736189272,3.4131520300809095,1.564,14.566196583202187
0.8243638646722309,3.5160270099985658,1.564,14.563527506019255
0.833395872109115,3.618901989916222,1.564,14.560858428836323
0.8413339129585282,3.7217769698338787,1.564,14.571679522456847
0.8480897521788738,3.8246519497515354,1.564,14.594460815813765
0.854522457900059,3.9275269296691917,1.564,14.617242109170684
0.8615568295736736,4.030401909586848,1.564,14.640023402527602
0.870295980731501,4.133276889504504,1.564,14.701522183019657
0.882195388312941,4.236151869422161,1.564,14.83505193476237
0.89392319138233,4.339026849339818,1.564,14.968581686505084
0.9021928723822236,4.441901829257474,1.564,14.92111723831001
0.9085285254299976,4.544776809175131,1.564,14.783357215565223
0.91415252608101,4.647651789092787,1.564,14.645597192820436
0.9201297460238322,4.750526769010444,1.564,14.50783717007565
