lambda_z,sigma_z_kPa,lambda_theta,sigma_theta_kPa
1.223,5.090028996098918,0.541249073270058,0.025736842717389852
1.229,5.08192736535639,0.546485929485528,0.0357610692664087
1.231,5.088061149703278,0.542575106915213,0.0352820430251493
1.233,5.101023082724894,0.538469969488563,0.0191463337948495
1.241,5.122226378154652,0.54377208275507,0.000253515726083
1.249,5.132274692029323,0.540701543559912,-0.01093151262084205
1.255,5.149240311373701,0.5416321566860993,-0.02227603010542005
1.259,5.168602806680804,0.544232536561913,-0.0280003593534408
1.261,5.205067224080184,0.546997646441322,-0.0138479805851197
1.263,5.242720660382392,0.541009531830739,-0.0216633383148487
1.269,5.284114235301301,0.542384080662832,0.002526705730013
1.271,5.341252897503234,0.545138792974816,0.0113841586787015
1.273,5.382936230976291,0.546972248951416,0.0083014948105394
1.275,5.429668392138477,0.556118734038178,-0.0017559570856363336
1.277,5.484248309804375,0.555999007498184,0.0210161683872072
1.279,5.5469743582487165,0.550476801898294,0.0061379711488045
1.281,5.627863284786433,0.540688055786435,0.0251448396858577
1.283,5.691602279828879,0.549061785728013,0.0139014842195647
1.287,5.76594660415126,0.547345231498847,0.0081114439365521
1.289,5.835977595142544,0.555246010180955,-0.0015527695411571
1.291,5.8993607368323735,0.549299937888087,0.0031426082312481503
1.295,5.942374155654559,0.557433487974418,0.004955429193545
1.297,6.008738701171406,0.556436248998926,-0.0518548265307608
1.299,6.076839076039246,0.541107316966285,0.034658915257221305
1.311,6.154422462268719,0.553430782225765,0.01599835768772405
1.315,6.2314818517968735,0.544739920791485,0.00715082666108455
1.317,6.337888741623596,0.544886993514808,0.0068927516446375
1.321,6.439692502623812,0.56284525733361,0.014239114803233532
1.323,6.535294493676773,0.565881188365095,0.0004314584877478
1.325,6.612953953543965,0.550074371033344,0.0056145037652308
1.331,6.690379632641745,0.548596055114412,0.0273433597267722
1.333,6.7881073189406465,0.552435686595955,0.023818737573793602
1.339,6.885576669482739,0.549947861070324,0.0584983399579946
1.341,6.983002541050171,0.557546947454854,0.0179664182942942
1.343,7.089970664880695,0.550039556447748,0.025734614194043152
1.351,7.196922033746736,0.548783487831414,0.004643768207033751
1.359,7.287588105900575,0.554830103584403,-0.0029590372158216
1.361,7.358188349164753,0.555343614645102,0.03662192123251103
1.363,7.45731523334527,0.548704832644181,0.0081401473213451
1.366,7.543519126008389,0.544527082345687,0.0212410786243135
1.368,7.628947274352005,0.552109083213194,-0.0105123809546711
1.374,7.725546541277692,0.557507330953934,0.0095791357696566
1.376,7.83772408899928,0.554548495894713,-0.003229759395531
1.382,7.930927163583763,0.541889479479675,-0.0261678557579465
1.384,8.014581708756305,0.5496624564342704,0.013741290686711101
1.388,8.107268149383101,0.566180331520378,0.0115466457463943
1.39,8.171550308454774,0.561514767356371,0.0535255684484095
1.392,8.231601187500146,0.556672968106283,-0.0039974167350605
1.396,8.30050120283345,0.555438773330417,0.0153957295813315
1.398,8.379234125195918,0.546930446007801,0.0132016499180469
1.4,8.469852415309399,0.556391255086991,-0.0026291746297640514
1.406,8.571206624593136,0.55915707453564,0.02425958855337535
1.408,8.65457093016099,0.56110460469474,0.0146103416881024
1.41,8.727900575309162,0.551633534780887,-0.0095780905226271
1.412,8.80080381221627,0.549767649612729,0.05093587931201047
1.414,8.879064490772228,0.550379517494875,0.016303731799421697
1.416,8.933088870869112,0.547542641674733,0.0020021098591463003
1.42,8.990412764504887,0.55682110365012,0.0240317986203826
1.422,9.06781396069043,0.557275619466434,-0.0076073143674746995
1.428,9.138863548987308,0.559967104460976,0.02962642022617045
1.43,9.19382323113281,0.550539774775742,0.0096225376162631
1.436,9.272615737330836,0.558383258299755,0.02296796554246255
1.438,9.353285844979387,0.558822240147028,0.018104773201077402
1.44,9.418890549552978,0.56470806950976,0.019520243394456533
1.442,9.467468599380368,0.557152184703089,0.0133045416601565
1.444,9.53690215576971,0.54921693134238,-0.0004886813123892333
1.446,9.574425194304846,0.547757709799228,0.0103102197836109
1.448,9.61733214091565,0.553088375529988,0.020923955479778236
1.45,9.647109042625326,0.5549988656755418,0.01149109081110756
1.452,9.684489726343118,0.555439752463491,0.010962696371167
1.454,9.694662858000473,0.558540317048599,0.0237998951356873
1.458,9.705043220113465,0.552306558914538,0.016939525710363366
1.46,9.710727903252277,0.552335490576169,0.0040889420943309
