model,r2_circumferential,r2_axial,mse_circumferential,mse_axial,loss,aic,bic
Base,0.92274421787791,0.9966996744574226,15.170136444797828,0.19719792408701123,15.367334368884842,6767.943388504555,7069.509245211782
Base + Tweak,0.952377666040952,0.9966201179430424,9.351239274709481,0.20195150953819693,9.553190784247679,5788.518642611982,6612.025405158643
