term_idx,term_name,w
0,I₁-3,0.1894524848
1,I₂-3,0.006529047812
2,<E_θ>,0.01442492587
3,<E_z>,0.1403743603
4,<I₂-3>ln(1+<I₂-3>),0.002090674625
5,<I₄θ-1>,0.01005733853
6,<I₄z-1>,0.1404552471
7,<I₄D1-1>,0.0103266029
8,<I₄D2-1>,0.0103266029
13,(<I₄θ-1>)³,0.1374931599
22,exp(<I₄z-1>)-1,0.03478453291
35,<I₂-3>·<E_z>,0.0054736699
42,I₈D1D2,0.3981578321
