name,S1,S1_conf,ST,ST_conf,bucket,kind,n_specimens,n_ages,obs_mean_abs_coeff_raw,obs_max_abs_coeff_raw,psi_grid_mean,psi_grid_std,psi_grid_rms
(<I₄θ-1>)³,1.0149580412639063,0.26374020709092877,1.0018458923438958,0.22579886799616922,aniso,symbolic,2,2,19.7229794,39.438,0.7855908567534129,1.3663388525161957,1.576082121626229
I₈D1D2,0.006507822663817646,0.03174171946573459,0.007059041115278939,0.0024537369737183978,cross,symbolic,12,5,1.0969586583333335,3.0141,-1.708765990273336,0.5300253473774584,1.7890802325154151
<I₄D1-1>,-0.001668481308452991,0.006431020185687434,0.00027056658749078434,0.00011105081541328997,aniso,symbolic,4,2,0.633549,1.1688,0.7247205081601106,0.5289673276584702,0.8972325499434315
<I₄z-1>,8.161774052595512e-05,0.004357677792253946,0.00019290134749781916,9.751411032896688e-05,aniso,symbolic,5,4,0.42652999999999996,0.9969,0.7278685304177712,0.5329012931372842,0.9020955524776274
<E_θ>,0.0009312637748513142,0.00433630190265203,0.00017821230306879152,5.289410613737307e-05,iso,symbolic,4,4,0.62326485,1.1852,0.24256909886640526,0.29428791357009,0.3813727098237321
