name,delta,delta_conf,S1_delta_method,S1_delta_conf,bucket,kind,n_specimens,n_ages,obs_mean_abs_coeff_raw,obs_max_abs_coeff_raw,psi_grid_mean,psi_grid_std,psi_grid_rms
(<I₄θ-1>)³,0.37836074592084173,0.034813882731349506,0.0,0.0,aniso,symbolic,2,2,19.7229794,39.438,0.7855908567534129,1.3663388525161957,1.576082121626229
<I₄z-1>,0.1558741668654527,0.04527094531835159,0.0,0.0,aniso,symbolic,5,4,0.42652999999999996,0.9969,0.7278685304177712,0.5329012931372842,0.9020955524776274
I₈D1D2,0.09067452453895282,0.037542417599984855,0.0,0.0,cross,symbolic,12,5,1.0969586583333335,3.0141,-1.708765990273336,0.5300253473774584,1.7890802325154151
<I₄D1-1>,0.08760022077125765,0.05047879685288454,0.0,0.0,aniso,symbolic,4,2,0.633549,1.1688,0.7247205081601106,0.5289673276584702,0.8972325499434315
<E_θ>,0.0698954140564566,0.039303157777786084,0.0,0.0,iso,symbolic,4,4,0.62326485,1.1852,0.24256909886640526,0.29428791357009,0.3813727098237321
