term_idx,term_name,w
0,I₁-3,0.002846933568
1,I₂-3,0.003339634681
2,<E_θ>,0.001622969087
3,<E_z>,0.1884607046
4,<I₂-3>ln(1+<I₂-3>),0.004219672047
5,<I₄θ-1>,0.001613965916
6,<I₄z-1>,0.1891630127
7,<I₄D1-1>,0.004116969705
8,<I₄D2-1>,0.004116969705
13,(<I₄θ-1>)³,0.03219024161
22,exp(<I₄z-1>)-1,0.06815824147
35,<I₂-3>·<E_z>,0.03087653779
42,I₈D1D2,0.521178365
