lambda_z,sigma_z_kpa
1.087,0.9580565275292591
1.0872406015037595,0.9657259253890478
1.0874812030075187,0.9703275641049214
1.0877218045112782,0.9756961426067734
1.0879624060150375,0.9818316608946045
1.088203007518797,0.9886437166548974
1.0884436090225564,0.9953242781409839
1.0886842105263157,1.0018733453528648
1.0889248120300752,1.008290918290539
1.089,1.01159851133791
1.0891654135338344,1.0145769969540073
1.089406015037594,1.0207315813432696
1.0896466165413534,1.0267546714583249
1.0898872180451127,1.0326462672991745
1.0901278195488722,1.0384228921376328
1.0903684210526317,1.044202487073577
1.090609022556391,1.0500261440676963
1.0908496240601504,1.05589386311999
1.091,1.0591377786873992
1.0910902255639097,1.0618056442304589
1.0913308270676692,1.0677614873991024
1.0915714285714286,1.0737613926259204
1.091812030075188,1.079805359910914
1.0920526315789474,1.085896308867215
1.0922932330827066,1.0920615104200042
1.0925338345864661,1.0982734257829212
1.0927744360902256,1.104532054955966
1.093,1.109973438764097
1.0930150375939849,1.11083739793914
1.0932556390977444,1.1171894547324415
1.0934962406015036,1.1235882253358718
1.0937368421052631,1.1300337097494295
1.0939774436090226,1.1365259079731158
1.0942180451127819,1.1430769842982023
1.0944586466165414,1.1496481724958272
1.0946992481203006,1.1562394725659912
1.09493984962406,1.1628508845086947
1.095,1.164303875761014
1.0951804511278196,1.1694824083239364
1.0954210526315789,1.1761340440117176
1.0956616541353383,1.1828057915720374
1.0959022556390978,1.189497651004897
1.096142857142857,1.1960707702646205
1.0963834586466166,1.2023315413880797
1.0966240601503758,1.2082749364071406
1.0968646616541353,1.2139009553218023
1.097,1.2201389322222553
1.0971052631578948,1.2192095981320648
1.097345864661654,1.224200864837929
1.0975864661654136,1.228874755439394
1.0978270676691728,1.2332312699364607
1.0980676691729323,1.237270408329128
1.0983082706766918,1.241131022663071
1.098548872180451,1.2449916369970144
1.0987894736842105,1.2488522513309575
1.0990300751879698,1.252712865664901
1.0992706766917293,1.2565734799988437
1.0995112781954888,1.2604340943327867
