lambda_z,sigma_z_kpa
1.044,0.28006576958678736
1.0443483709273182,0.2812044833155651
1.0446967418546367,0.28188771155283165
1.0450451127819549,0.28268481116297606
1.0453934837092733,0.2835957821459981
1.0457418546365915,0.2846206245018981
1.0460902255639097,0.28564546685779807
1.0464385964912282,0.28667030921369796
1.0467869674185464,0.2878146016393955
1.0471353383458648,0.28918949906095215
1.047483709273183,0.29079500147836784
1.0478320802005012,0.2926311088916429
1.048,0.2912636673987746
1.0481804511278197,0.294697821300777
1.0485288220551379,0.29699513870577043
1.048877192982456,0.29959168114140244
1.0492255639097745,0.3025071450991375
1.0495739348370927,0.30574153057897596
1.0499223057644111,0.30917538751111984
1.05,0.30906243919926907
1.0502706766917294,0.31269756096950796
1.0506190476190476,0.31630385309503023
1.050967418546366,0.319881761263543
1.0513157894736842,0.32343128547504674
1.0516641604010026,0.32695242572954103
1.052,0.33142444331260085
1.0520125313283208,0.33037656199224674
1.052360902255639,0.33368399777169927
1.0527092731829575,0.33693113194912505
1.0530576441102757,0.3402527716064815
1.0534060150375941,0.34364891674376796
1.0537543859649123,0.34712376522009475
1.054,0.34775664260057393
1.0541027568922305,0.3507898196596052
1.054451127819549,0.35464708006229906
1.0547994987468672,0.3585211571349189
1.0551478696741856,0.36227163352445146
1.0554962406015038,0.3658985092308972
1.055844611528822,0.3693453853730292
1.056,0.373968275180522
1.0561929824561405,0.3724774548688904
1.0565413533834587,0.37529471771848133
1.0568897243107769,0.3777971739218013
1.0572380952380953,0.37998482347885076
1.0575864661654135,0.3818576663896299
1.057934837092732,0.3835900919473961
1.0582832080200502,0.3853225175051624
1.0586315789473684,0.387069664597401
1.0589799498746868,0.38902144101880665
1.059328320802005,0.39117784676937967
1.0596766917293234,0.39353888184911945
1.06,0.39386001036178014
1.0600250626566416,0.3961045462580266
1.0603734335839599,0.39887483999610074
1.0607218045112783,0.4020197759307218
1.0610701754385965,0.4058830757285503
1.061418546365915,0.4104647393895856
1.0617669172932331,0.4155338626899302
1.062,0.4143788840105245
1.0621152882205513,0.4206471987457194
1.0624636591478698,0.42580474755695286
1.062812030075188,0.4310065091236313
1.063,0.43791041228624294
1.0631604010025062,0.4362524834457539
1.0635087719298246,0.44154267052332097
1.0638571428571428,0.4467763163730942
1.0642055137844613,0.4516367102932277
1.0645538847117795,0.45612385228372265
1.0649022556390977,0.4604539250340037
1.065,0.46071371765874697
1.0652506265664161,0.46488026763324075
1.0655989974937343,0.4694028800814344
1.0659473684210528,0.47402418564594156
1.066295739348371,0.4787442377811898
1.0666441102756892,0.48356303648717874
1.0669924812030076,0.48841132287976696
1.067,0.4884911960902741
1.0673408521303258,0.49326208599414
1.0676892230576442,0.49818397524501695
1.0680375939849625,0.5033975008736193
1.0683859649122807,0.5089026628799468
1.068734335839599,0.514699461263999
1.069,0.516396644420046
1.0690827067669173,0.5207854727584192
1.0694310776942357,0.5271606439087797
1.069779448621554,0.5334880086641471
1.0701278195488722,0.5394257174076329
1.0704761904761906,0.5449737701392364
1.0708245614035088,0.5500635174442384
1.071,0.559242701735182
1.071172932330827,0.5544744490814174
1.0715213032581454,0.5582065650507739
1.0718696741854636,0.5612598653523082
1.072218045112782,0.5636343499860194
1.0725664160401003,0.5653300189519083
1.0729147869674185,0.5666838383009083
1.073263157894737,0.5680376576499081
1.0736115288220551,0.569391476998908
1.0739598997493736,0.5707452963479077
1.0743082706766918,0.5720991156969077
1.07465664160401,0.5734529350459076
1.0750050125313284,0.5748067543949075
1.0753533834586466,0.5761605737439073
1.075701754385965,0.5775143930929071
1.0760501253132833,0.5788682124419071
1.0763984962406015,0.580222031790907
1.07674686716792,0.5815758511399068
1.077095238095238,0.5829296704889068
1.0774436090225565,0.5842834898379066
1.0777919799498747,0.5856373091869064
1.078140350877193,0.5869911285359063
1.0784887218045114,0.5883449478849061
1.0788370927318296,0.5896987672339061
1.0791854636591478,0.5910525865829059
1.0795338345864662,0.5924064059319057
1.0798822055137844,0.5943855387007884
1.0802305764411029,0.597154840245704
1.080578947368421,0.6007143105666536
1.0809273182957393,0.6050639496636361
1.081,0.5981041348467611
1.0812756892230577,0.6102037575366517
1.081624060150376,0.6161335546006683
1.0819724310776944,0.6228499543950656
1.0823208020050126,0.630352956919844
1.0826691729323308,0.6386425621750033
1.083,0.6467037031199506
1.0830175438596492,0.6470934567406603
1.0833659147869674,0.6555407852606655
1.0837142857142859,0.663886222500353
1.084062656641604,0.6719102516567512
1.0844110275689223,0.6796128727298603
1.0847593984962407,0.6869942653047116
1.085,0.6951190171494299
1.085107769423559,0.6940578158419266
1.0854561403508773,0.7008035243415038
1.0858045112781955,0.707231390803444
1.0861528822055138,0.7133414152277474
1.0865012531328322,0.7191335976144133
1.0868496240601504,0.7247062631981072
1.0871979949874686,0.7302789287818006
1.087546365914787,0.7358515943654943
1.0878947368421052,0.7419192207184977
1.0882431077694237,0.7485851040013616
1.0885914786967419,0.7558492442140868
1.08893984962406,0.763711641356673
1.089,0.7591044435636399
1.0892882205513785,0.7721722954291192
1.0896365914786967,0.7812276951486687
1.0899849624060152,0.790840679439461
1.0903333333333334,0.8010112483014972
1.0906817042606516,0.8117394017347763
1.091,0.8220085328157871
1.09103007518797,0.8225301789699887
1.0913784461152882,0.8332802838465841
1.0917268170426067,0.84396177105606
1.0920751879699249,0.8545216609510509
1.092423558897243,0.8649599535315563
1.0927719298245615,0.8752801600803338
1.093,0.8828111193370568
1.0931203007518797,0.885519441673244
1.0934686716791981,0.8956777983102857
1.0938170426065164,0.905531968561433
1.0941654135338346,0.9149357693475025
1.094513784461153,0.9238892006684931
1.0948621553884712,0.9324202078329071
1.095,0.9394323890738412
1.0952105263157894,0.9405817704881101
1.0955588972431078,0.9483738886341027
1.095907268170426,0.9557920429951662
1.0962556390977445,0.9628355180193103
1.0966040100250627,0.9695043137065363
1.096952380952381,0.9760216914868703
1.097,0.9769648065433656
1.0973007518796993,0.9825338344394956
1.0976491228070175,0.9889954284333486
1.097997493734336,0.995081277939614
1.0983458646616542,1.0007913829582926
1.0986942355889724,1.006125743489384
1.099,1.014226745361087
1.0990426065162908,1.011088878808607
1.099390977443609,1.0156815044679517
1.0997393483709275,1.0199036204674168
1.1000877192982457,1.0237552268070031
1.1004360902255639,1.027236323486711
1.1007844611528823,1.0303922246376038
1.1011328320802005,1.0335481257884969
1.101481203007519,1.0367040269393897
1.1018295739348372,1.0400956350796198
1.1021779448621554,1.0438553698661184
1.1025263157894738,1.0479832312988848
1.102874686716792,1.05247921937792
1.103,1.0504628477842892
1.1032230576441102,1.057343334103223
1.1035714285714286,1.0625755754747945
1.1039197994987469,1.0681158369725485
