term_idx,term_name,w
0,I₁-3,0.001294859686
1,I₂-3,0.001283940182
4,<I₂-3>ln(1+<I₂-3>),0.001281099245
13,(<I₄θ-1>)³,0.001252919672
35,<I₂-3>·<E_z>,0.0009469080154
42,I₈D1D2,0.4846296948
