lambda_theta,sigma_theta_kPa,lambda_z,sigma_z_kPa,stress_ratio_sigmaTheta_over_sigmaZ,pressure_kPa,od_mm,length_mm,F_transducer_mN,F_vessel_mN
1.0095282226442,1.55061205551818,1.183,5.28146310027237,0.293595169762374,0.81671832,8.66982837606838,26.026,157.3378926,178.023665421941
1.00543178913929,1.50071190820861,1.183,5.2597546019811,0.285319757625834,0.80298636,8.6346482051282,26.026,157.3378926,177.291931362032
1.00159103807703,1.47352820232051,1.181,5.24730849208305,0.280816003965407,0.80298636,8.60166383500557,25.982,157.62228545,177.17193696502
0.998005969457438,1.4393089116071,1.181,5.23214131679377,0.275089838836597,0.79552044,8.57087526570048,25.982,157.62228545,176.659827218024
0.994676583280499,1.42029921100281,1.181,4.84028158646335,0.293433178552031,0.79552044,8.54228249721293,25.982,144.69712075,163.428939888648
0.991602879546218,1.47837056966099,1.179,4.85369997007311,0.304586311221607,0.8412492,8.51588552954292,25.938,144.69712075,164.16000453029
0.988784858254593,1.46145144986428,1.179,4.72648887067268,0.309204462308674,0.8412492,8.49168436269045,25.938,140.6665876,159.857518842539
0.986222519405626,1.43197841320233,1.175,4.69874827854754,0.304757422256503,0.83884944,8.46967899665552,25.85,140.6665876,159.460288856431
0.983915862999316,1.41825525619372,1.175,4.51799355442036,0.31391263380757,0.83884944,8.44986943143812,25.85,134.75317765,153.326059310005
0.981864889035663,1.43266369348349,1.175,4.52246226309877,0.316788424123154,0.85471452,8.43225566703827,25.85,134.75317765,153.477712800346
0.980069597514667,1.41676978433971,1.173,3.58274713435431,0.395442304804201,0.85471452,8.41683770345596,25.806,103.29344445,121.794135929898
0.978529988436328,1.32647400140926,1.173,3.54728404972851,0.373940734041521,0.80551944,8.40361554069119,25.806,103.29344445,120.588581759471
0.977246061800647,1.31445402449512,1.171,3.36795058222491,0.390283049707568,0.80551944,8.39258917874395,25.762,97.5565542,114.687754293991
0.975830942625255,1.35530368801012,1.171,3.38283938511559,0.400640862221667,0.83564976,8.38043613526569,25.762,97.5565542,115.194757982427
0.974236042202466,1.34593872033682,1.171,3.23010619461518,0.416685594603855,0.83564976,8.36673913043477,25.762,92.50612945,109.993783028372
0.97361767571423,1.29262314043743,1.169,3.20438170732914,0.403392372850246,0.80765256,8.36142859903381,25.718,92.50612945,109.304480917788
0.973983943442034,1.29469726733756,1.169,3.61273735779409,0.358370160660695,0.80765256,8.36457410628019,25.718,106.4021525,123.233877126057
0.974807112047143,1.37691161539198,1.167,3.63872851122153,0.378404602361978,0.85898076,8.37164347826086,25.674,106.4021525,124.3331770271
0.976439746281182,1.38674226348294,1.167,3.77911891461478,0.366948565211872,0.85898076,8.38566454106279,25.674,111.04069795,129.130233148261
0.978084125923375,1.27873059726685,1.167,3.73870463157328,0.342025038958145,0.78645468,8.39978647342994,25.674,111.04069795,127.749301267159
0.979794882872179,1.28354014416024,1.165,3.93309868057788,0.326343234279504,0.78645468,8.41447845410627,25.63,117.80728645,134.622344905146
0.981552216439521,1.29324581460877,1.165,3.9376861587217,0.328427853942682,0.78645468,8.4295704347826,25.63,117.80728645,134.779365390793
0.983390642824837,1.34365341410508,1.163,3.68332912330676,0.364793199066282,0.81365196,8.4453588405797,25.586,108.60864875,126.290023958442
0.985163029415271,1.35379001147581,1.163,3.68812524092377,0.367067255865943,0.81365196,8.46058009661835,25.586,108.60864875,126.45446807638
0.986943583789536,1.37426579116937,1.163,3.69691157598044,0.371733476152972,0.81978468,8.47587149758453,25.586,108.60864875,126.75572447451
0.988582945757364,1.37390699974542,1.159,3.27026811175824,0.420120599532967,0.81978468,8.48995033816424,25.498,94.31055305,112.514412568264
0.990067839857434,1.3300823417146,1.159,3.2541207829874,0.408737852838251,0.78872112,8.50270260869564,25.498,94.31055305,111.958859583276
0.991291634884311,1.33212537589768,1.157,3.61030386206872,0.368978741621589,0.78872112,8.51321256038647,25.454,106.7159653,124.428146096971
0.992259483517051,1.37660646190273,1.157,3.62795167943061,0.379444541587386,0.81178548,8.52152444444444,25.454,106.7159653,125.036373348995
