lambda_theta,sigma_theta_kPa,lambda_z,sigma_z_kPa,stress_ratio_sigmaTheta_over_sigmaZ,pressure_kPa,od_mm,length_mm,F_transducer_mN,F_vessel_mN
1.20679944642699,9.51316099502409,1.092,3.33793296162426,2.8500155947994,4.12772052,9.5141882051282,24.024,-20.83913125,121.88863267667
1.20505977166554,9.47980709342731,1.092,3.32178755160759,2.85382702720995,4.12772052,9.50462615384615,24.024,-20.83913125,121.299063630928
1.20346083757965,9.42721981630262,1.092,3.29795405893924,2.8585055000235,4.11812148,9.49584297658863,24.024,-20.83913125,120.428755009798
1.20200288512955,9.39940618668537,1.092,3.52324163097395,2.66782899703846,4.11812148,9.48783867335563,24.024,-12.1210194,128.655401389477
1.20068613592366,9.37006651823744,1.092,3.50936037974984,2.67002117317611,4.116255,9.48061324414715,24.024,-12.1210194,128.148510822471
1.19951079167557,9.3477034919271,1.092,3.31216427075413,2.82223426370056,4.116255,9.47416668896321,24.024,-18.9268345,120.947657968029
1.1984770337053,9.29149559877147,1.092,3.28768475026089,2.82615162479741,4.10012328,9.46849900780379,24.024,-18.9268345,120.05375886466
1.19758502248712,9.27461912787923,1.092,3.17102594863633,2.9248007673566,4.10012328,9.46361020066889,24.024,-22.8887211,115.793822555814
1.19683489724641,9.18335181422155,1.092,3.13261090596875,2.93153286184504,4.06599336,9.45950026755852,24.024,-22.8887211,114.391051116484
1.19622677560761,9.17195647245035,1.092,2.80080490313073,3.27475736071369,4.06599336,9.45616920847268,24.024,-34.80380085,102.274756252324
1.19576075329519,9.14459968052615,1.092,2.78896152582461,3.27885472633846,4.05772752,9.45361702341137,24.024,-34.80380085,101.842281099972
1.19543690388912,9.13854825345797,1.092,2.91709102132111,3.13276074920667,4.05772752,9.45184371237458,24.024,-30.01815565,106.521083577785
1.19525527863632,9.13695599281755,1.092,2.91618726851356,3.13318561241605,4.05852744,9.45084927536231,24.024,-30.01815565,106.488081958143
1.19546634727892,9.14089999871395,1.092,3.31985414603177,2.75340409446605,4.05852744,9.45200492753622,24.024,-15.34740725,121.228463003307
1.19565890805574,8.95314979377151,1.092,3.24329509304597,2.76051038740452,3.9736026,9.45305932367149,24.024,-15.34740725,118.432817196533
1.19626626749678,8.96426696127977,1.092,3.70279895609709,2.42094347210482,3.9736026,9.45638550724637,24.024,1.2356379,135.212152857514
1.19691493576451,8.90206052454294,1.092,3.67821369428686,2.42021297956939,3.94080588,9.45993874396134,24.024,1.2356379,134.314392482906
1.19762286768674,8.91492566636334,1.092,3.44380894611333,2.58868183626292,3.94080588,9.46381758454105,24.024,-7.5511205,125.754821462076
1.19824744908134,8.91178727742959,1.092,3.44336443402586,2.58810458439051,3.93440652,9.46724057971014,24.024,-7.5511205,125.738589569114
1.19904018615816,8.92618669377395,1.092,3.36922508404866,2.64932928821951,3.93440652,9.47158628019323,24.024,-10.5127288,123.031302125012
1.1993998713534,8.90820522391375,1.092,3.36234031624358,2.64940618321051,3.9236076,9.47355845410627,24.024,-10.5127288,122.779896556445
1.19973220136251,8.91422978794895,1.092,3.37707100500822,2.63963350925375,3.9236076,9.47538086956521,24.024,-10.0812362,123.317805355857
1.20003260607008,8.85148378861584,1.092,3.35175665551729,2.64084917204401,3.8936106,9.47702840579709,24.024,-10.0812362,122.393421468576
1.20029651633551,8.85623381404976,1.092,3.01782222212991,2.93464397906091,3.8936106,9.47847594202898,24.024,-22.359162,110.199404405561
1.20051936342037,8.7285781660019,1.092,2.96578870505324,2.94308834312093,3.83574972,9.47969835748791,24.024,-22.359162,108.299338010355
1.19988406384841,8.71731321246966,1.092,2.86419610559724,3.04354621369472,3.83574972,9.47621371980675,24.024,-25.8699427,104.589562175991
1.19895150866317,8.54322987846545,1.092,2.79165214077386,3.06027737255875,3.76629,9.47110009661835,24.024,-25.8699427,101.940532137664
1.19769459220401,8.52138043290117,1.092,2.97149084550172,2.86771216064857,3.76629,9.46421062801931,24.024,-18.91702785,108.50755852005
1.19698777246046,8.85549187807648,1.092,3.10736395257383,2.84984057652515,3.919608,9.46033777777777,24.024,-18.91702785,113.469128278626
1.19634815334888,8.84393650241332,1.092,3.0287289139024,2.92001587260521,3.919608,9.45683400966183,24.024,-21.58443665,110.597675360209
1.19629981947551,8.52513436276399,1.092,2.89818079615218,2.94154677102358,3.77868876,9.45656927536231,24.024,-21.58443665,105.830553984786
1.19651237621257,8.52883554911258,1.092,3.18061166790676,2.68150797381864,3.77868876,9.45773352657004,24.024,-11.3364874,116.143856612378
1.19699457985771,8.44626861361056,1.092,3.14743191526281,2.68354291403482,3.73842612,9.46037507246376,24.024,-11.3364874,114.93225807855
1.19757438027319,8.45626426301539,1.092,2.86437361630423,2.95222111210692,3.73842612,9.46355188405796,24.024,-21.8492162,104.596044192739
1.19807984098531,8.46498225936763,1.092,2.86858988374675,2.95092104567812,3.73842612,9.46632193236714,24.024,-21.8492162,104.750006264319
1.19861792003722,8.54135747770432,1.092,2.90056364076809,2.94472334881869,3.76802316,9.46927130434782,24.024,-21.8492162,105.917566418964
1.1990547422434,8.54895766867048,1.092,2.85697384463149,2.99231219240412,3.76802316,9.47166608695652,24.024,-23.5751866,104.325832639158
1.19940304296914,8.42183463924526,1.092,2.80533200571573,3.00208125886212,3.70936236,9.47357584541062,24.024,-23.5751866,102.440068842605
1.19923867792845,8.41901826452558,1.092,3.15658390591182,2.66712956647786,3.70936236,9.47267458937197,24.024,-10.69905515,115.26645401337
1.19920981434653,8.45543779058188,1.092,3.17146957323681,2.66609456446787,3.7256274,9.47251632850241,24.024,-10.69905515,115.810022041123
1.19895217833712,8.45100475884957,1.092,3.20047784354185,2.6405446848828,3.7256274,9.47110376811593,24.024,-9.56148375,116.869293885239
1.19869240295822,8.3201929925499,1.092,3.14655943641963,2.64421923712879,3.66989964,9.46967961352656,24.024,-9.56148375,114.900398465293
