lambda_theta,sigma_theta_kPa,lambda_z,sigma_z_kPa,stress_ratio_sigmaTheta_over_sigmaZ,pressure_kPa,od_mm,length_mm,F_transducer_mN,F_vessel_mN
1.08518101186709,9.81143263391672,1.179,8.44615076395278,1.16164545342842,4.006266,9.31953452991453,25.938,147.87447535,285.662516476706
1.08555020123488,9.82962007245979,1.179,8.45450051972913,1.16264941370832,4.00906572,9.32270512820513,25.938,147.87447535,285.944918758372
1.08576801442889,9.83630652682317,1.179,8.70971624749673,1.12934867765069,4.00906572,9.32457570791527,25.938,156.3964542,294.576728570444
1.08583445144911,9.85822904670509,1.175,8.69927352811295,1.13322440257187,4.04039592,9.32514626904497,25.85,156.3964542,295.225150912489
1.08574951229555,9.85560910251527,1.175,7.93136836849617,1.24261144415663,4.04039592,9.3244168115942,25.85,130.37941175,269.164938424432
1.08551319696821,9.67272280948419,1.173,7.84645514840801,1.23275066594202,3.97986864,9.32238733556299,25.806,130.37941175,266.737279823485
1.08512550546708,9.66096624018387,1.173,7.31139377462555,1.32135766968435,3.97986864,9.31905784095132,25.806,112.384209,248.548070469462
1.08458643779217,9.72539539416725,1.173,7.33693969637003,1.32553841201379,4.01319864,9.3144283277592,25.806,112.384209,249.416494432618
1.08389599394348,9.6760730634029,1.171,6.82729586543784,1.41726288916034,4.01319864,9.30849879598662,25.762,96.03652345,232.487743389172
1.08305417392101,9.70426698056242,1.171,6.83713666229629,1.41934664463811,4.0355964,9.30126924563359,25.762,96.03652345,232.822848927275
1.08206097772475,9.64553795678696,1.169,6.50426235374854,1.48295647257034,4.0355964,9.29273967670011,25.718,85.81799415,221.866520678078
1.0809164053547,9.64103494479438,1.169,6.49989148042825,1.48326090886662,4.04839512,9.28291008918618,25.718,85.81799415,221.71742606855
1.07962045681087,9.60133715077122,1.169,6.15721290030825,1.55936416463536,4.04839512,9.27178048309178,25.718,74.7855129,210.028336645779
1.07605184405158,9.45289624356417,1.167,6.08233485676545,1.55415584083629,4.0435956,9.24113323671497,25.674,74.7855129,207.829744415434
1.07288617529459,9.35661585261329,1.167,6.15767721869784,1.51950411174555,4.0435956,9.21394647342994,25.674,78.95333915,210.404147862927
1.06965967567373,9.14511806017509,1.165,6.05768470924831,1.50967217660126,4.00599936,9.18623729468598,25.63,78.95333915,207.342806902378
1.06752205639146,9.08109460033563,1.165,6.01926311116838,1.5086721468424,4.00599936,9.16787942028985,25.63,78.69836625,206.027710066882
1.06563239572575,9.21589951490871,1.165,6.07021813418932,1.51821554204156,4.0909242,9.15165101449274,25.63,78.69836625,207.771801746465
1.0640662963038,9.11244308308431,1.161,5.79560422407661,1.5723025125195,4.0909242,9.138201352657,25.542,71.2551189,199.055753075409
1.06269302858274,8.91406221182259,1.161,5.71153167662356,1.56071308302578,4.0202646,9.12640772946859,25.542,71.2551189,196.168198370291
1.06159145780316,8.8539564792506,1.159,5.67351249271649,1.56057759467651,4.0202646,9.11694743961352,25.498,71.06879255,195.198651456592
1.06083381147495,8.91048863079158,1.159,5.69483465119658,1.5646615181214,4.056261,9.11044077294685,25.498,71.06879255,195.932245784057
1.06049231710802,8.90024148577453,1.159,5.40599402844177,1.64636539347787,4.056261,9.10750801932366,25.498,61.30136915,185.994610127133
1.06063920221228,8.79607371606049,1.157,5.35877591368827,1.6414333903368,4.01919804,9.10876946859903,25.454,61.30136915,184.688762432108
1.05995142081187,8.7756614071464,1.157,5.24222032164964,1.67403521193189,4.01919804,9.10286280193236,25.454,57.6238754,180.671705478267
1.05948133447637,8.80843466045826,1.155,5.24952365011067,1.67794932408249,4.05319464,9.09882570048308,25.41,57.6238754,181.236700013034
1.05873498354068,8.78615099304326,1.155,5.22712637001894,1.68087594809984,4.05319464,9.09241603864733,25.41,57.22180275,180.463447161224
1.05821049031454,8.76905626776487,1.155,5.21898969895951,1.68022103387426,4.05252804,9.08791169082125,25.41,57.22180275,180.182533404055
1.05792585542347,8.73324447093307,1.153,4.4581934964068,1.95892001501771,4.05252804,9.0854672463768,25.366,31.60683295,154.183478743232
1.05766845859432,8.72558003333457,1.153,4.45449728639642,1.95882486223117,4.05252804,9.08325672240802,25.366,31.60683295,154.055647926103
1.05747238505,8.60407413648246,1.151,4.40110150017245,1.9549819826117,4.01133216,9.08157284280936,25.322,31.60683295,152.473473614436
1.0573376347905,8.60010979767003,1.151,4.46684297535088,1.92532171941739,4.01133216,9.08041560758082,25.322,33.9506223,154.751046872085
1.05726420781584,8.6116662345781,1.151,4.47136259497653,1.92596016351998,4.01773152,9.0797850167224,25.322,33.9506223,154.907626333775
1.057252104126,8.58424332706893,1.149,4.07722560390719,2.10541288636142,4.01773152,9.07968107023411,25.278,20.790098,141.498862163815
1.057301323721,8.66232889793546,1.149,4.108976612973,2.10814753011406,4.0535946,9.08010376811594,25.278,20.790098,142.600771180344
1.05741186660083,8.6109639841977,1.145,3.72958523837707,2.30882616533113,4.0535946,9.08105311036789,25.19,8.5121722,129.886281627896
1.05758373276548,8.59933098015137,1.145,3.72526844369131,2.30837887527655,4.04572872,9.08252909698996,25.19,8.5121722,129.735945230026
1.05781692221497,8.60621959524321,1.145,3.95019960710764,2.17867967475819,4.04572872,9.08453172798216,25.19,16.23000575,137.569382615438
1.05811143494929,8.5400690980115,1.143,3.92117982754771,2.17793354898299,4.02333096,9.08706100334448,25.146,16.23000575,136.797689677513
