lambda_theta,sigma_theta_kPa,lambda_z,sigma_z_kPa,stress_ratio_sigmaTheta_over_sigmaZ,pressure_kPa,od_mm,length_mm,F_transducer_mN,F_vessel_mN
1.17715788324519,9.21672945799549,1.146,5.83963601903068,1.57830546766258,4.006266,9.28256632478633,25.212,71.4708652,203.19330507577
1.17389931751611,9.15469860068196,1.146,5.91530333464738,1.54762961132706,4.006266,9.26466666666667,25.212,75.14835895,205.826190395379
1.1708573186826,8.89411847922792,1.146,6.29915470192145,1.41195428594807,3.9169416,9.24797624303233,25.212,92.36883635,219.182507076777
1.16803260082787,8.84181744528169,1.146,6.36179288483126,1.38983107519323,3.9169416,9.23249505388332,25.212,95.42851115,221.36203665155
1.16542583841115,8.66585960390916,1.146,6.28624881746361,1.37854225238983,3.86001396,9.21822309921962,25.212,95.42851115,218.733439821666
1.1630376637663,8.62247828872163,1.146,5.91242160794296,1.45836661532017,3.86001396,9.20516037904125,25.212,83.15058535,205.725919150478
1.16086866471066,8.40083785210191,1.146,5.81899647807392,1.44369186057363,3.77802216,9.1933068933482,25.212,83.15058535,202.475141044898
1.15891938228237,8.36631029150546,1.146,5.56021901956944,1.50467279473342,3.77802216,9.18266264214047,25.212,74.726673,193.470838910095
1.15719030862381,8.48722107694373,1.146,5.60720096847028,1.51362883632458,3.84668196,9.17322762541806,25.212,74.726673,195.105601324216
1.15568188502788,8.46009796265654,1.146,5.89707762007783,1.43462550566612,3.84668196,9.16500184318097,25.212,85.26882175,205.192016763892
1.1543945001633,8.23696721198168,1.146,5.80447521059614,1.41907182184963,3.75549108,9.15798529542921,25.212,85.26882175,201.969865660767
1.15332848849346,8.21829521832653,1.146,5.47275890427593,1.50167317107748,3.75549108,9.15217798216276,25.212,74.0402075,190.42761672452
1.15248412890227,8.17352169199414,1.146,5.45342166026488,1.49878777053838,3.74175912,9.14757990338163,25.212,74.0402075,189.75476682277
1.15244524864002,8.17284398657925,1.146,5.32936839118288,1.53354832818477,3.74175912,9.14736821256038,25.212,69.73508815,185.438265988115
1.15260223887823,8.0957647989672,1.146,5.2982130893096,1.52801796803951,3.70522944,9.14822299516907,25.212,69.73508815,184.354200348127
1.1523339281643,8.09113363300695,1.146,5.16971514514389,1.56510241006359,3.70522944,9.14676212560386,25.212,65.34170895,179.883044631335
1.15268599139382,8.01417575942176,1.146,5.13886117052761,1.5595236947409,3.66723324,9.14867903381642,25.212,65.34170895,178.809463836818
1.15247000360032,8.0104855893561,1.146,5.25798788561095,1.52348878765538,3.66723324,9.14750299516907,25.212,69.5487618,182.954542550922
1.15296590332866,8.12507395543718,1.146,5.30526093330709,1.53151259807542,3.71576172,9.15020328502415,25.212,69.5487618,184.599433905637
1.15415482810787,8.14567318025831,1.146,5.67990083354674,1.43412242906569,3.71576172,9.15667942028985,25.212,82.2385669,197.635232591526
1.15520163668125,7.97548348556584,1.146,5.61195160962296,1.42116041626055,3.63003696,9.16238396135265,25.212,82.2385669,195.270902461804
1.15628486881658,7.99385319410254,1.146,5.97790809133195,1.33723253552421,3.63003696,9.16828946859903,25.212,94.66359245,208.004556886501
1.15714213181802,7.96810810681831,1.146,5.96850936536957,1.33502481424437,3.61177212,9.17296483091786,25.212,94.66359245,207.677523114948
1.15788524983697,7.98066587860878,1.146,4.59977629225452,1.73501174221174,3.61177212,9.17701893719806,25.212,46.82675375,160.051712878418
1.15847360508379,7.95109015860843,1.146,4.58846215202089,1.73284422867181,3.59390724,9.18022956521738,25.212,46.82675375,159.658031227597
1.1598309637662,7.97394668876581,1.146,5.68964611661972,1.40148376987341,3.59390724,9.18763942028985,25.212,84.75887595,197.974325005855
1.16107813532429,8.01513897678409,1.146,5.70803695433923,1.40418484338841,3.602973,9.19445120772946,25.212,84.75887595,198.614244186976
1.1622036141324,8.0341794847942,1.146,5.82574422057125,1.37908208472743,3.602973,9.20060115942028,25.212,88.5344362,202.709932407813
1.16319589742237,7.97144031755369,1.146,5.80136522268104,1.37406283031251,3.56737656,9.20602550724637,25.212,88.5344362,201.861651943139
1.16404347974917,7.98566197535387,1.146,5.64956477842037,1.41350038251737,3.56737656,9.21066048309178,25.212,83.01329225,196.57967308679
1.16488170938703,7.86191348546595,1.146,5.60002007402925,1.4039080898882,3.50591604,9.21524579710144,25.212,83.01329225,194.855738204303
1.16560456310387,7.87384997990041,1.146,5.02323437708114,1.56748608343369,3.50591604,9.21920115942028,25.212,62.7429467,174.786166795849
1.16633371245595,7.85800926020696,1.146,5.01765049729473,1.56607345697824,3.49351728,9.22319207729468,25.212,62.7429467,174.591872667713
1.16690579020505,7.86743370106821,1.146,5.26120427112266,1.49536746638986,3.49351728,9.22632405797101,25.212,71.0589859,183.066458430678
1.16731772340027,7.95205149050041,1.146,5.29633600989975,1.50142503716469,3.52804716,9.22857971014492,25.212,71.0589859,184.28888635117
1.16728631810414,7.95152869862634,1.146,5.64161463888082,1.40944201396282,3.52804716,9.22840772946859,25.212,83.0819388,196.303043666122
1.16698847845244,7.87990702010849,1.146,5.61194066709598,1.40413227572239,3.49845012,9.22677681159419,25.212,83.0819388,195.270521710638
1.16618689623924,7.86668342743921,1.146,5.55960803091534,1.41497087271169,3.49845012,9.22238840579709,25.212,81.48345485,193.449579228227
1.16497276132313,7.65798758925284,1.146,5.47278938438278,1.39928417693284,3.4143252,9.21574396135265,25.212,81.48345485,190.428677296382
1.16332959390731,7.63158756072769,1.146,5.09984233632671,1.49643597927863,3.4143252,9.20675652173912,25.212,68.95055615,177.451782321113
1.16217635465533,7.59673139783965,1.146,5.08422146225644,1.49417790987966,3.4069926,9.20045217391303,25.212,68.95055615,176.908245528722
1.16089614409319,7.57625310822569,1.146,6.08217351386495,1.2456489593654,3.4069926,9.19345700483091,25.212,104.01913655,211.632528859507
1.16052366761061,7.5306036388724,1.146,6.06309498582081,1.24203952873632,3.38912772,9.19142241545893,25.212,104.01913655,210.968681120258
1.16029249217325,7.52692871214497,1.146,5.89052669702781,1.27780232554465,3.38912772,9.19015980676327,25.212,98.07630665,204.964073840481
1.16024051553223,7.45860122298539,1.146,5.86257956287149,1.27223880597233,3.35873076,9.18987594202898,25.212,98.07630665,203.99163813762
