term_idx,term_name,w
0,I₁-3,0.7106596383
1,I₂-3,0.05846749102
4,<I₂-3>ln(1+<I₂-3>),0.003000544423
13,(<I₄θ-1>)³,0.001946466017
35,<I₂-3>·<E_z>,0.002257491418
42,I₈D1D2,0.1082503813
