model,r2_circumferential,r2_axial,mse_circumferential,mse_axial,loss,aic,bic
Base,0.9431107137203281,0.9921593677059691,0.3303482341442434,0.03679407676654487,0.3671423109107883,-1552.3154848118368,-1270.9774357251436
Base + Tweak,0.899301468822428,0.9944242871644088,0.5847424731590734,0.026165390546006702,0.6109078637050801,-530.6134870628802,237.65580082770532
