model,r2_circumferential,r2_axial,mse_circumferential,mse_axial,loss,aic,bic
Base,0.9438382835407383,0.7820738675865642,2.2895638253003425,1.0985579481210126,3.3881217734213553,2611.6666019541285,2904.3242205545057
Base + Tweak,0.965534866186015,0.8976131094934385,1.4050518500778932,0.5161287042711926,1.9211805543490859,1625.7914310840463,2424.9718511081537
